Name,Ticker,Sector,Country,Market_Cap,Revenue,Beta,EBITDA,Free_Cash_Flow,Total_Debt,Total_Cash,Dividend_Yield,Revenue_Growth,ROE,Operating_Margin,Profit_Margin,Debt_to_Equity,Revenue_LC
CASS INFORMATION SYSTEMS INC.,CC3.F,Industrials,United States,525445678.08,224017920.0,0.454,44803584.0,26882150.4,131361419.52,52544567.808000006,0.0,0.08,0.12,0.15,0.1,50,224017920.0
ITV PLC,IJ7.F,Communication Services,United Kingdom,3621254860.8,3751919861.76,0.88,750383972.3520001,450230383.4112,905313715.2,362125486.08,0.0,0.08,0.12,0.15,0.1,50,3751919861.76
ARM HOLDINGS PLC,ARM,Technology,United Kingdom,131549872128.0,4671000064.0,4.374,934200012.8,560520007.68,32887468032.0,13154987212.8,0.0,0.08,0.12,0.15,0.1,50,4671000064.0
ATEA ASA,ATEA.OL,Technology,Norway,1478354417.664,3513344000.0,0.782,702668800.0,421601280.0,369588604.416,147835441.7664,0.0,0.08,0.12,0.15,0.1,50,3513344000.0
TOMTOM NV,TOM2.AS,Technology,Netherlands,690419773.44,599064145.9200001,0.978,119812829.18400002,71887697.51040001,172604943.36,69041977.34400001,0.0,0.08,0.12,0.15,0.1,50,599064145.9200001
WEATHERNEWS INC.,WNWSF,Communication Services,Japan,669983488.0,158591397.888,0.248,31718279.5776,19030967.74656,167495872.0,66998348.8,0.0,0.08,0.12,0.15,0.1,50,24028999680.0
QIAGEN NV,QGEN,Healthcare,Netherlands,10077065216.0,2089998976.0,0.684,417999795.2000001,250799877.12,2519266304.0,1007706521.6,0.0,0.08,0.12,0.15,0.1,50,2089998976.0
ROKU INC.,ROKU,Communication Services,United States,12823376896.0,4737250816.0,1.99,947450163.2,568470097.92,3205844224.0,1282337689.6,0.0,0.08,0.12,0.15,0.1,50,4737250816.0
COHORT PLC,C7K.F,Industrials,United Kingdom,667290216.96,303070671.36,0.253,60614134.27200001,36368480.5632,166822554.24,66729021.69600001,0.0,0.08,0.12,0.15,0.1,50,303070671.36
MAXLINEAR INC.,MXL,Technology,United States,1689790592.0,467640992.0,1.708,93528198.4,56116919.04,422447648.0,168979059.20000002,0.0,0.08,0.12,0.15,0.1,50,467640992.0
NIPPON TELEGRAPH & TELEPHONE CORPORATION,NITT.VI,Communication Services,Japan,74558065213.44,100334021904.43315,-0.145,20066804380.88663,12040082628.531977,18639516303.36,7455806521.344001,0.0,0.08,0.12,0.15,0.1,50,15202124530974.72
YELP! INC.,YELP,Communication Services,United States,1286437376.0,1464955008.0,0.532,292991001.6,175794600.96,321609344.0,128643737.6,0.0,0.08,0.12,0.15,0.1,50,1464955008.0
MULPHA INTERNATIONAL BHD,3905.KL,Industrials,Malaysia,890978688.0,1242516992.0,-0.159,248503398.4,149102039.04,222744672.0,89097868.80000001,0.0,0.08,0.12,0.15,0.1,50,1242516992.0
XING AG,000862.SZ,Industrials,China,794214400.0000001,183505620.48,0.46,36701124.09600001,22020674.4576,198553600.00000003,79421440.00000001,0.0,0.08,0.12,0.15,0.1,50,183505620.48
DOVER CORPORATION,DOV,Industrials,United States,31936811008.0,8092571136.0,1.289,1618514227.2,971108536.32,7984202752.0,3193681100.8,0.0,0.08,0.12,0.15,0.1,50,8092571136.0
HC INTERNATIONAL INC.,HCC,Basic Materials,United States,4503685120.0,1311643008.0,0.695,262328601.6,157397160.96,1125921280.0,450368512.0,0.0,0.08,0.12,0.15,0.1,50,1311643008.0
DELUXE CORPORATION,DLX,Industrials,United States,1186627072.0,2133200000.0,1.367,426640000.0,255984000.0,296656768.0,118662707.2,0.0,0.08,0.12,0.15,0.1,50,2133200000.0
BLACKBAUD INC.,BNK.F,Technology,United States,1997493212.16,1218634260.48,1.099,243726852.096,146236111.2576,499373303.04,199749321.216,0.0,0.08,0.12,0.15,0.1,50,1218634260.48
FACTSET RESEARCH SYSTEMS INC.,FDS,Financial Services,United States,7018108928.0,2360701952.0,0.726,472140390.4,283284234.24,1754527232.0,701810892.8000001,0.0,0.08,0.12,0.15,0.1,50,2360701952.0
AMC ENTERTAINMENT HOLDINGS INC.,AMC,Communication Services,United States,634649792.0,4866999808.0,2.046,973399961.6,584039976.9599999,158662448.0,63464979.2,0.0,0.08,0.12,0.15,0.1,50,4866999808.0
GODADDY INC.,GDDY,Technology,United States,12481179648.0,4869799936.0,0.933,973959987.2,584375992.3199999,3120294912.0,1248117964.8,0.0,0.08,0.12,0.15,0.1,50,4869799936.0
BANCO BILBAO VIZCAYA ARGENTARIA SA,BBVA,Financial Services,Spain,131471441920.0,31211999232.0,0.968,6242399846.400001,3745439907.84,32867860480.0,13147144192.0,0.0,0.08,0.12,0.15,0.1,50,31211999232.0
CJ E&M CORPORATION,035760.KQ,Communication Services,South Korea,1177788776.448,3085138.1329920003,1.365,822703502.1312001,493622101.27872,294447194.112,117778877.6448,0.0,0.08,0.12,0.15,0.1,50,4113517510.656
FASTEN INC.,FAST,Industrials,United States,52890873856.0,8200500224.0,0.885,1640100044.8000002,984060026.88,13222718464.0,5289087385.6,0.0,0.08,0.12,0.15,0.1,50,8200500224.0
PALANTIR TECHNOLOGIES INC.,PLTR,Technology,United States,311395942400.0,4475445760.0,1.687,895089152.0,537053491.1999999,77848985600.0,31139594240.0,0.0,0.08,0.12,0.15,0.1,50,4475445760.0
PEUGEOT SA,SFFFF,Financial Services,France,2208245248.0,172998000.0,1.065,34599600.0,20759760.0,552061312.0,220824524.8,0.0,0.08,0.12,0.15,0.1,50,172998000.0
TERADATA CORPORATION,TDC,Technology,United States,3071249920.0,1663000064.0,0.544,332600012.8,199560007.68,767812480.0,307124992.0,0.0,0.08,0.12,0.15,0.1,50,1663000064.0
SEALED AIR CORPORATION,SEE,Consumer Cyclical,United States,6185388544.0,5331599872.0,1.358,1066319974.4,639791984.64,1546347136.0,618538854.4,0.0,0.08,0.12,0.15,0.1,50,5331599872.0
HASBRO INC.,HAS,Consumer Cyclical,United States,14408401920.0,4701300224.0,0.549,940260044.8,564156026.88,3602100480.0,1440840192.0,0.0,0.08,0.12,0.15,0.1,50,4701300224.0
EXLSERVICE HOLDINGS INC.,EXLS,Technology,United States,4884157440.0,2026489984.0,0.876,405297996.8,243178798.08,1221039360.0,488415744.0,0.0,0.08,0.12,0.15,0.1,50,2026489984.0
SEGA SAMMY HOLDINGS INC.,RYU.F,Communication Services,Japan,3189609308.1600003,3149606559.1541767,-0.158,629921311.8308352,377952787.09850115,797402327.0400001,318960930.81600004,0.0,0.08,0.12,0.15,0.1,50,477213115023.3601
GARTNER INC.,IT,Technology,United States,11244034048.0,6497226240.0,1.036,1299445248.0,779667148.8,2811008512.0,1124403404.8,0.0,0.08,0.12,0.15,0.1,50,6497226240.0
TIME WARNER INC.(OLD),T,Communication Services,United States,203892572160.0,125648003072.0,0.608,25129600614.4,15077760368.64,50973143040.0,20389257216.0,0.0,0.08,0.12,0.15,0.1,50,125648003072.0
SCOUT24 AG,G24.DE,Communication Services,Germany,5227712593.92,703185822.72,0.581,140637164.544,84382298.7264,1306928148.48,522771259.392,0.0,0.08,0.12,0.15,0.1,50,703185822.72
TRANSCOSMOS INC.,9715.T,Technology,Japan,981674329.7024,2605556203.52,0.147,521111240.704,312666744.4224,245418582.4256,98167432.97024,0.0,0.08,0.12,0.15,0.1,50,2605556203.52
TELEDYNE TECHNOLOGIES INC.,TDY,Technology,United States,30570256384.0,6115400192.0,1.014,1223080038.4,733848023.04,7642564096.0,3057025638.4,0.0,0.08,0.12,0.15,0.1,50,6115400192.0
QORVO INC.,QRVO,Technology,United States,7801646592.0,3739714048.0,1.369,747942809.6,448765685.76,1950411648.0,780164659.2,0.0,0.08,0.12,0.15,0.1,50,3739714048.0
JOHNSON OUTDOORS MARINE ELECTRONICS INC.,JOUT,Consumer Cyclical,United States,517112608.0,625700992.0,0.895,125140198.4,75084119.03999999,129278152.0,51711260.8,0.0,0.08,0.12,0.15,0.1,50,625700992.0
DAKTRONICS INC.,DAKT,Technology,United States,1330323072.0,770283008.0,1.722,154056601.6,92433960.96,332580768.0,133032307.2,0.0,0.08,0.12,0.15,0.1,50,770283008.0
KDDI CORPORATION,DIP.F,Communication Services,Japan,60317827891.200005,42949056984.514565,-0.05,8589811396.902912,5153886838.141747,15079456972.8,6031782789.120001,0.0,0.08,0.12,0.15,0.1,50,6507432876441.601
AIRBUS GROUP SE,AIR.PA,Industrials,Netherlands,167522142781.44,77924158341.12001,0.867,15584831668.224005,9350899000.9344,41880535695.36,16752214278.144,0.0,0.08,0.12,0.15,0.1,50,77924158341.12001
CARGOTEC OYJ,CYJBF,Industrials,Finland,5393114112.0,1556000000.0,1.109,311200000.0,186720000.0,1348278528.0,539311411.2,0.0,0.08,0.12,0.15,0.1,50,1556000000.0
UDEMY INC.,UDMY,Consumer Defensive,United States,697485248.0,789843968.0,1.717,157968793.6,94781276.16,174371312.0,69748524.8,0.0,0.08,0.12,0.15,0.1,50,789843968.0
VERIFONE SYSTEMS INC.,PAY,Technology,United States,2914958336.0,1123926016.0,1.487,224785203.2,134871121.92,728739584.0,291495833.6,0.0,0.08,0.12,0.15,0.1,50,1123926016.0
BIOMERIEUX SA,BIM.PA,Healthcare,France,11794914385.92,4451543930.88,0.663,890308786.1760001,534185271.7056,2948728596.48,1179491438.592,0.0,0.08,0.12,0.15,0.1,50,4451543930.88
NCC GROUP PLC,NCGB.F,Industrials,Sweden,2112315217.92,0.0,1.268,0.0,0.0,528078804.48,211231521.79200003,0.0,0.08,0.12,0.15,0.1,50,0.0
GLOBAL DOMINION ACCESS SA,G08.F,Technology,Spain,528621189.12000006,1307296834.5600002,0.62,261459366.9120001,156875620.14720002,132155297.28000002,52862118.91200001,0.0,0.08,0.12,0.15,0.1,50,1307296834.5600002
ARMOUR GROUP PLC,ARR,Real Estate,United States,1999320832.0,116798000.0,1.431,23359600.0,14015760.0,499830208.0,199932083.2,0.0,0.08,0.12,0.15,0.1,50,116798000.0
TELEVISION FRANCAISE 1 SA,TFIP.XC,Communication Services,France,1608551516.16,2504411965.44,,500882393.08800006,300529435.8528,402137879.04,160855151.61600003,0.0,0.08,0.12,0.15,0.1,50,2504411965.44
MERCURY COMPUTER SYSTEMS INC.,MRCY,Industrials,United States,4974912512.0,942545024.0,0.769,188509004.8,113105402.88,1243728128.0,497491251.2000001,0.0,0.08,0.12,0.15,0.1,50,942545024.0
JOHNSON ELECTRIC INTERNATIONAL AG,0179.HK,Consumer Cyclical,Hong Kong,3241436774.4,464245882.88,1.227,92849176.576,55709505.9456,810359193.6,324143677.44000006,0.0,0.08,0.12,0.15,0.1,50,464245882.88
SARTORIUS AG,56S1.F,Healthcare,France,17878209822.72,3182327930.88,1.246,636465586.176,381879351.7056,4469552455.68,1787820982.2720003,0.0,0.08,0.12,0.15,0.1,50,3182327930.88
RAMBUS INC.,RMBS,Technology,United States,10861898752.0,707630016.0,1.519,141526003.20000002,84915601.92,2715474688.0,1086189875.2,0.0,0.08,0.12,0.15,0.1,50,707630016.0
STUBHUB INC.,STUB,Communication Services,United States,3225722624.0,1829430016.0,,365886003.2000001,219531601.92,806430656.0,322572262.40000004,0.0,0.08,0.12,0.15,0.1,50,1829430016.0
AMADEUS IT HOLDING SA,AMS.MC,Technology,Spain,21647855370.24,6951312138.240001,0.605,1390262427.6480002,834157456.5888001,5411963842.56,2164785537.024,0.0,0.08,0.12,0.15,0.1,50,6951312138.240001
RHB BANK BHD,1066.KL,Financial Services,Malaysia,35244265472.0,8376120832.0,0.129,1675224166.4,1005134499.84,8811066368.0,3524426547.2000003,0.0,0.08,0.12,0.15,0.1,50,8376120832.0
FNAC SA,FNAC.PA,Consumer Cyclical,France,1112851077.12,10998932270.2848,1.282,2018152710.1440003,1210891626.0864,278212769.28000003,111285107.712,0.0,0.08,0.12,0.15,0.1,50,10090763550.72
JD.COM INC.,JDCO34.SA,Consumer Cyclical,China,42118001459.200005,36506034503.68,0.414,52151477862.4,31290886717.44,10529500364.8,4211800145.920001,0.0,0.08,0.12,0.15,0.1,50,260757389312.0
TIME DOTCOM BHD,5031.KL,Communication Services,Malaysia,11055935488.0,1758616960.0,0.074,351723392.0,211034035.2,2763983872.0,1105593548.8,0.0,0.08,0.12,0.15,0.1,50,1758616960.0
LONDON STOCK EXCHANGE GROUP PLC,LS4C.DE,Financial Services,United Kingdom,47877537300.48,9872280207.36,0.36,1974456041.472,1184673624.8832,11969384325.12,4787753730.048,0.0,0.08,0.12,0.15,0.1,50,9872280207.36
AUBAY SA,BAQ.F,Technology,France,660165189.12,580197565.44,0.998,116039513.088,69623707.85280001,165041297.28,66016518.912,0.0,0.08,0.12,0.15,0.1,50,580197565.44
HCI GROUP INC.,HCI,Financial Services,United States,2061652864.0,816577984.0,1.208,163315596.8,97989358.08,515413216.0,206165286.4,0.0,0.08,0.12,0.15,0.1,50,816577984.0
AVNET INC.,AVT,Technology,United States,5353437184.0,23150745600.0,0.936,4630149120.0,2778089472.0,1338359296.0,535343718.4,0.0,0.08,0.12,0.15,0.1,50,23150745600.0
NEOSEM HOLDINGS INC.,253590.KQ,Technology,South Korea,510945017.856,56257179.648,1.778,11251435.9296,6750861.55776,127736254.464,51094501.78560001,0.0,0.08,0.12,0.15,0.1,50,56257179.648
ALCATEL SA,ALCTL.IS,Technology,Turkey,5669663232.0,5112385536.0,0.764,1022477107.2,613486264.3199999,1417415808.0,566966323.2,0.0,0.08,0.12,0.15,0.1,50,5112385536.0
AIR LIQUIDE SA,AI.PA,Basic Materials,France,106272533053.44,29593512345.6,0.702,5918702469.120001,3551221481.472,26568133263.36,10627253305.344002,0.0,0.08,0.12,0.15,0.1,50,29593512345.6
ING GROEP NV,INGA.AS,Financial Services,Netherlands,76577006223.36,23468400967.68,0.886,4693680193.536,2816208116.1216,19144251555.84,7657700622.336,0.0,0.08,0.12,0.15,0.1,50,23468400967.68
BOKU INC.,B04.F,Technology,United States,734425712.6400001,124552080.0,0.012,24910416.000000004,14946249.6,183606428.16000003,73442571.26400001,0.0,0.08,0.12,0.15,0.1,50,124552080.0
PROSIEBENSAT1 MEDIA SE,1PSM.MI,Communication Services,Germany,1144854881.28,4446284324.659201,1.189,815831986.1760001,489499191.7056,286213720.32,114485488.128,0.0,0.08,0.12,0.15,0.1,50,4079159930.88
CIRRUS LOGIC INC.,CRUS,Technology,United States,7311123968.0,1973312000.0,1.136,394662400.0,236797440.0,1827780992.0,731112396.8000001,0.0,0.08,0.12,0.15,0.1,50,1973312000.0
ABBOTT LABORATORIES INC.,ABT,Healthcare,United States,195314319360.0,44328001536.0,0.751,8865600307.2,5319360184.32,48828579840.0,19531431936.0,0.0,0.08,0.12,0.15,0.1,50,44328001536.0
KONTRON AG,KTN.F,Technology,Austria,1576344084.48,1842063068.16,0.271,368412613.632,221047568.1792,394086021.12,157634408.448,0.0,0.08,0.12,0.15,0.1,50,1842063068.16
PERSISTENT SYSTEMS INC.,PERSISTENT.BO,Technology,India,10560624132.096,1672154972.16,0.258,334430994.43200004,200658596.6592,2640156033.024,1056062413.2096,0.0,0.08,0.12,0.15,0.1,50,1672154972.16
GLOBALFOUNDRIES INC.,GFS,Technology,United States,26692171776.0,6791000064.0,1.493,1358200012.8000002,814920007.68,6673042944.0,2669217177.6000004,0.0,0.08,0.12,0.15,0.1,50,6791000064.0
STRAUMANN HOLDING AG,STMN.SW,Healthcare,Switzerland,17201301913.600002,2888330977.28,1.506,577666195.4560001,346599717.27360004,4300325478.400001,1720130191.3600004,0.0,0.08,0.12,0.15,0.1,50,2888330977.28
TIVO INC.,6YE.F,Consumer Cyclical,Denmark,523728357.12,1421712000.0,0.36,284342400.0,170605440.0,130932089.28,52372835.712000005,0.0,0.08,0.12,0.15,0.1,50,1421712000.0
MATCH GROUP INC.,MTCH,Communication Services,United States,7134518784.0,3487196928.0,1.315,697439385.6,418463631.36,1783629696.0,713451878.4000001,0.0,0.08,0.12,0.15,0.1,50,3487196928.0
SPRINKLR INC.,CXM,Technology,United States,1355540352.0,839147008.0,0.767,167829401.60000002,100697640.96,338885088.0,135554035.20000002,0.0,0.08,0.12,0.15,0.1,50,839147008.0
EMCOR HOLDINGS INC.,EME,Industrials,United States,35645042688.0,16243319808.0,1.161,3248663961.6000004,1949198376.96,8911260672.0,3564504268.8,0.0,0.08,0.12,0.15,0.1,50,16243319808.0
CORNING INC.,GLW,Technology,United States,113532272640.0,15628999680.0,1.124,3125799936.0,1875479961.6,28383068160.0,11353227264.0,0.0,0.08,0.12,0.15,0.1,50,15628999680.0
SKY PLC,SKY,Consumer Cyclical,United States,5367702016.0,2636228096.0,1.055,527245619.2000001,316347371.52,1341925504.0,536770201.6,0.0,0.08,0.12,0.15,0.1,50,2636228096.0
DOCUSIGN INC.,DOCU,Technology,United States,8912137216.0,3158892032.0,1.008,631778406.4,379067043.84,2228034304.0,891213721.6,0.0,0.08,0.12,0.15,0.1,50,3158892032.0
NXP SEMICONDUCTORS NV,NXPI,Technology,Netherlands,61602938880.0,12268999680.0,1.458,2453799936.0,1472279961.6,15400734720.0,6160293888.0,0.0,0.08,0.12,0.15,0.1,50,12268999680.0
IHS INC.,IHS,Real Estate,United Kingdom,2729465088.0,1765825024.0,0.858,353165004.8,211899002.88,682366272.0,272946508.8,0.0,0.08,0.12,0.15,0.1,50,1765825024.0
FOXIT CORPORATION,688095.SS,Technology,China,1187582484.48,122951592.96,0.919,24590318.592000004,14754191.1552,296895621.12,118758248.448,0.0,0.08,0.12,0.15,0.1,50,122951592.96
VEEVA SYSTEMS INC.,VEEV,Healthcare,United States,29100519424.0,3080246016.0,1.077,616049203.2,369629521.92,7275129856.0,2910051942.4,0.0,0.08,0.12,0.15,0.1,50,3080246016.0
CAC CORPORATION,CAC,Financial Services,United States,861108928.0,233488992.0,0.65,46697798.400000006,28018679.04,215277232.0,86110892.80000001,0.0,0.08,0.12,0.15,0.1,50,233488992.0
BLACKROCK INC.,BLK,Financial Services,United States,165553012736.0,24216000512.0,1.488,4843200102.400001,2905920061.44,41388253184.0,16555301273.6,0.0,0.08,0.12,0.15,0.1,50,24216000512.0
SILICON LABORATORIES INC.,SLAB,Technology,United States,6804081152.0,784764032.0,1.536,156952806.4,94171683.84,1701020288.0,680408115.2,0.0,0.08,0.12,0.15,0.1,50,784764032.0
"CAPITA GROUP PLC, THE",CNI.AX,Real Estate,Australia,1092982049.28,298379389.44,1.518,59675877.888,35805526.7328,273245512.32,109298204.928,0.0,0.08,0.12,0.15,0.1,50,298379389.44
ADIDAS AG,ADS.DE,Consumer Cyclical,Germany,30168725667.84,26676000276.480003,1.184,5335200055.296001,3201120033.1776004,7542181416.96,3016872566.7840004,0.0,0.08,0.12,0.15,0.1,50,26676000276.480003
ACUITY BRANDS LIGHTING INC.,AYI,Industrials,United States,9481332736.0,4537699840.0,1.503,907539968.0,544523980.8,2370333184.0,948133273.6,0.0,0.08,0.12,0.15,0.1,50,4537699840.0
ZEGONA COMMUNICATIONS PLC,1ZG.F,Communication Services,United Kingdom,4813205483.52,3236768501.76,3.926,647353700.3520001,388412220.2112,1203301370.88,481320548.35200006,0.0,0.08,0.12,0.15,0.1,50,3236768501.76
TECHNOLOGY INTEGRATION GROUP INC.,603163.SS,Industrials,China,1805860044.8,374842531.84,0.858,74968506.36800002,44981103.8208,451465011.2000001,180586004.48,0.0,0.08,0.12,0.15,0.1,50,374842531.84
DENTSU INC.,DEN.F,Communication Services,Japan,4634989516.8,10230426029.2608,0.255,2046085205.8521602,1227651123.511296,1158747379.2,463498951.68000007,0.0,0.08,0.12,0.15,0.1,50,1550064549888.0
CORIN GROUP PLC,MHZ.F,Energy,Greece,4074641971.2,12199020871.68,0.252,2439804174.336,1463882504.6016,1018660492.8,407464197.12000006,0.0,0.08,0.12,0.15,0.1,50,12199020871.68
GUNGHO ONLINE ENTERTAINMENT INC.,G03.F,Communication Services,Japan,788231900.1600001,664628971.4380801,-0.151,132925794.28761598,79755476.5725696,197057975.04,78823190.01600002,0.0,0.08,0.12,0.15,0.1,50,100701359308.8
TOM'S PLANNER NV,TOM.OL,Industrials,Norway,3298744328.192,123892000.0,1.488,24778400.0,14867040.0,824686082.048,329874432.81920004,0.0,0.08,0.12,0.15,0.1,50,123892000.0
INMAR INC.,9521.SR,Real Estate,Saudi Arabia,719294592.0,157605152.0,0.037,31521030.4,18912618.24,179823648.0,71929459.2,0.0,0.08,0.12,0.15,0.1,50,157605152.0
EXPEDIA INC.,EXPE,Consumer Cyclical,United States,24685875200.0,14732999680.0,1.382,2946599936.0,1767959961.6,6171468800.0,2468587520.0,0.0,0.08,0.12,0.15,0.1,50,14732999680.0
ZILLOW INC.,ZG,Communication Services,United States,10871482368.0,2583000064.0,2.015,516600012.8,309960007.68,2717870592.0,1087148236.8,0.0,0.08,0.12,0.15,0.1,50,2583000064.0
IMMERSION CORPORATION,BMNR,Financial Services,United States,9088151552.0,7187000.0,1.241,1437400.0,862440.0,2272037888.0,908815155.2,0.0,0.08,0.12,0.15,0.1,50,7187000.0
GROUPON INC.,GRPN,Communication Services,United States,504544480.0,496092992.0,-0.05,99218598.4,59531159.04,126136120.0,50454448.0,0.0,0.08,0.12,0.15,0.1,50,496092992.0
SK HYNIX INC.,000660.KS,Technology,South Korea,455700476067.84,72860005564.416,1.7,14572001112.883202,8743200667.72992,113925119016.96,45570047606.784,0.0,0.08,0.12,0.15,0.1,50,72860005564.416
GOOD TECHNOLOGY CORPORATION,603160.SS,Technology,China,5127071989.76,654245007.36,0.515,130849001.472,78509400.8832,1281767997.44,512707198.9760001,0.0,0.08,0.12,0.15,0.1,50,654245007.36
GREAT CHINA MANIA HOLDINGS INC.,002453.SZ,Basic Materials,China,692624199.6800001,48819657.6,0.275,9763931.52,5858358.912,173156049.92000002,69262419.96800001,0.0,0.08,0.12,0.15,0.1,50,48819657.6
MK2 SA,MK2A.F,Industrials,Japan,9380988518.400002,5369900409.815041,0.639,1073980081.963008,644388049.1778048,2345247129.6000004,938098851.8400002,0.0,0.08,0.12,0.15,0.1,50,813621274214.4
GE HEALTHCARE INC.,GEHC,Healthcare,United States,37268938752.0,20625000448.0,1.231,4125000089.6,2475000053.76,9317234688.0,3726893875.2,0.0,0.08,0.12,0.15,0.1,50,20625000448.0
PARSONS CORPORATION,PSN,Technology,United States,6652187648.0,6364244992.0,0.665,1272848998.4,763709399.04,1663046912.0,665218764.8000001,0.0,0.08,0.12,0.15,0.1,50,6364244992.0
BARCO SA/NV,BAR.BR,Technology,Belgium,1001213568.0,1040949342.72,0.679,208189868.54400003,124913921.1264,250303392.00000003,100121356.8,0.0,0.08,0.12,0.15,0.1,50,1040949342.72
LOCKHEED MARTIN CORPORATION,LMT,Industrials,United States,151204577280.0,75048001536.0,0.23,15009600307.2,9005760184.32,37801144320.0,15120457728.0,0.0,0.08,0.12,0.15,0.1,50,75048001536.0
OMNICOM GROUP INC.,OCN.DE,Communication Services,United States,20048316825.6,17350524518.4,0.744,3470104903.6800003,2082062942.208,5012079206.400001,2004831682.5600004,0.0,0.08,0.12,0.15,0.1,50,17350524518.4
"MCGRAW-HILL COMPANIES INC., THE",MH,Consumer Defensive,United States,2656831232.0,2112321024.0,,422464204.8,253478522.88,664207808.0,265683123.2,0.0,0.08,0.12,0.15,0.1,50,2112321024.0
ECHOSTAR CORPORATION,SATS,Communication Services,United States,32656691200.0,15175913472.0,1.014,3035182694.4,1821109616.64,8164172800.0,3265669120.0,0.0,0.08,0.12,0.15,0.1,50,15175913472.0
HENRY SCHEIN INC.,HS2.F,Healthcare,United States,8538691092.48,13973040414.72,0.893,2794608082.944,1676764849.7664,2134672773.12,853869109.2480001,0.0,0.08,0.12,0.15,0.1,50,13973040414.72
PSI AG,PSIX,Industrials,United States,2143935616.0,675481024.0,2.063,135096204.8,81057722.88,535983904.0,214393561.6,0.0,0.08,0.12,0.15,0.1,50,675481024.0
U-BLOX HOLDING AG,UBXN.SW,Technology,Switzerland,1167382702.0800002,327575377.92,0.495,65515075.58400001,39309045.3504,291845675.52000004,116738270.20800002,0.0,0.08,0.12,0.15,0.1,50,327575377.92
YEXT INC.,YEXT,Technology,United States,676746304.0,447665984.0,0.977,89533196.80000001,53719918.08,169186576.0,67674630.4,0.0,0.08,0.12,0.15,0.1,50,447665984.0
DROPBOX INC.,DBX,Technology,United States,6321111040.0,2528399872.0,0.63,505679974.4,303407984.64,1580277760.0,632111104.0,0.0,0.08,0.12,0.15,0.1,50,2528399872.0
INNODATA INC.,INOD,Technology,United States,1335929728.0,238467008.0,2.417,47693401.6,28616040.96,333982432.0,133592972.8,0.0,0.08,0.12,0.15,0.1,50,238467008.0
SUMITOMO CORPORATION,SSUMY,Industrials,Japan,51554062336.0,48543573737.472,,9708714747.4944,5825228848.49664,12888515584.0,5155406233.6,0.0,0.08,0.12,0.15,0.1,50,7355086929920.0
VITROLIFE AB,VTFN.F,Healthcare,Sweden,1194400373.76,0.0,2.057,0.0,0.0,298600093.44,119440037.376,0.0,0.08,0.12,0.15,0.1,50,0.0
SHAW HOLDINGS INC.,Z9W.F,Financial Services,United Kingdom,2862437529.6000004,654048000.0,,130809600.0,78485760.0,715609382.4000001,286243752.96000004,0.0,0.08,0.12,0.15,0.1,50,654048000.0
COLUMBUS INTERNATIONAL INC.,CMCO,Industrials,United States,572904896.0,1002510976.0,1.305,200502195.2,120301317.12,143226224.0,57290489.6,0.0,0.08,0.12,0.15,0.1,50,1002510976.0
ACI WORLDWIDE INC.,ACIW,Technology,United States,4160704256.0,1731219968.0,1.058,346243993.6,207746396.16,1040176064.0,416070425.6,0.0,0.08,0.12,0.15,0.1,50,1731219968.0
PROGRESS SOFTWARE CORPORATION,PRGS,Technology,United States,1498332288.0,977830976.0,0.578,195566195.2,117339717.12,374583072.0,149833228.8,0.0,0.08,0.12,0.15,0.1,50,977830976.0
VINCI SA,DG.PA,Industrials,France,82320048783.36,81758161797.12001,0.738,16351632359.424004,9810979415.654402,20580012195.84,8232004878.336,0.0,0.08,0.12,0.15,0.1,50,81758161797.12001
TEXTRON INC.,TXT,Industrials,United States,17395343360.0,14798999552.0,0.978,2959799910.4,1775879946.24,4348835840.0,1739534336.0,0.0,0.08,0.12,0.15,0.1,50,14798999552.0
LAND O'LAKES INC.,3081.TWO,Technology,Taiwan,3111956504.576,68287478.528,2.235,13657495.7056,8194497.423359999,777989126.144,311195650.45760006,0.0,0.08,0.12,0.15,0.1,50,68287478.528
OCLC INC.,OCLCF,Technology,Japan,7690478592.0,1801087215.2064,-0.133,360217443.04128003,216130465.824768,1922619648.0,769047859.2,0.0,0.08,0.12,0.15,0.1,50,272892002304.0
WATERS CORPORATION,WAT,Healthcare,United States,30650034176.0,3165285888.0,1.178,633057177.6,379834306.56,7662508544.0,3065003417.6000004,0.0,0.08,0.12,0.15,0.1,50,3165285888.0
TKH GROUP NV,TKH.F,Industrials,United States,6831896555.52,4948343930.88,1.208,989668786.176,593801271.7056,1707974138.88,683189655.552,0.0,0.08,0.12,0.15,0.1,50,4948343930.88
BARCLAYS PLC,BARC.L,Financial Services,United Kingdom,830436173.4144,340588611.3792,0.854,68117722.27584,40870633.365504,207609043.3536,83043617.34144,0.0,0.08,0.12,0.15,0.1,50,340588611.3792
AKER SOLUTIONS ASA,AKSO.OL,Energy,Norway,1719636926.464,545894178.250752,-0.074,1173965974.7328,704379584.83968,429909231.616,171963692.6464,0.0,0.08,0.12,0.15,0.1,50,5869829873.664
TOSHIBA CORPORATION,TECA.F,Technology,Japan,938524838.4,3929958638.4199677,,785991727.6839936,471595036.61039615,234631209.6,93852483.84000002,0.0,0.08,0.12,0.15,0.1,50,595448278548.48
COPART INC.,CPRT,Industrials,United States,35656929280.0,4655158784.0,1.083,931031756.8,558619054.0799999,8914232320.0,3565692928.0,0.0,0.08,0.12,0.15,0.1,50,4655158784.0
